DateTime,baseline_grid_to_plant_kW,flexible_grid_to_plant_kW
2020-04-01 00:00:00,1184.206665,1184.2066644797142
2020-04-01 00:15:00,1212.9055180000003,1212.9055175123938
2020-04-01 00:30:00,1203.6416020000001,1203.6416015685706
2020-04-01 00:45:00,1145.557129,1145.5571286407146
2020-04-01 01:00:00,1142.8095700000001,1142.8095697207593
2020-04-01 01:15:00,1136.553955,1136.5539548032882
2020-04-01 01:30:00,1188.768555,1188.7685548855766
2020-04-01 01:45:00,1134.869385,1134.869384962082
2020-04-01 02:00:00,1121.602052,1121.602052031293
2020-04-01 02:15:00,1098.2543920000003,1098.2543920924002
2020-04-01 02:30:00,1122.1269520000003,1122.1269521449651
2020-04-01 02:45:00,1089.684572,1089.6845721886525
2020-04-01 03:00:00,1093.359376,1093.3593762230066
2020-04-01 03:15:00,1062.3813480000001,1062.3813482472299
2020-04-01 03:30:00,1110.649412,1110.6494122598826
2020-04-01 03:45:00,1070.625,1070.6250002583563
2020-04-01 04:00:00,1059.5415040000003,1059.541504237675
2020-04-01 04:15:00,1055.880372,1055.8803721862294
2020-04-01 04:30:00,1067.822264,1067.8222640658348
2020-04-01 04:45:00,1068.314944,1068.3149433947347
2020-04-01 05:00:00,1069.765136,982.554393111785
2020-04-01 05:15:00,1082.9487320000003,994.1413041038487
2020-04-01 05:30:00,1092.120116,980.975821775562
2020-04-01 05:45:00,1098.5449200000003,950.0402199549167
2020-04-01 06:00:00,1044.230468,846.4961783846937
2020-04-01 06:15:00,1049.6601600000001,874.3858431107628
2020-04-01 06:30:00,1023.256836,846.4961783141919
2020-04-01 06:45:00,1072.447264,1249.6039932480285
2020-04-01 07:00:00,1054.6240240000002,1237.5784703861445
2020-04-01 07:15:00,1105.134768,1294.5930905375733
2020-04-01 07:30:00,1130.621092,1325.5090736977425
2020-04-01 07:45:00,1139.125,1338.2640423405949
2020-04-01 08:00:00,1126.004884,1113.1114225161793
2020-04-01 08:15:00,1150.8300760000002,746.1808066063695
2020-04-01 08:30:00,1182.3457040000003,750.1808066819822
2020-04-01 08:45:00,1183.553712,830.1808066044118
2020-04-01 09:00:00,1212.117188,958.5221576423928
2020-04-01 09:15:00,1278.841796,810.1808066811845
2020-04-01 09:30:00,1256.283204,982.1808064756104
2020-04-01 09:45:00,1244.8828120000003,1059.9887798215132
2020-04-01 10:00:00,1267.839844,1086.1582731395215
2020-04-01 10:15:00,1291.4160160000001,1133.0310101573666
2020-04-01 10:30:00,1277.923828,1121.7410422666696
2020-04-01 10:45:00,1251.792968,1098.1808063372137
2020-04-01 11:00:00,1251.218752,1098.7267134119454
2020-04-01 11:15:00,1305.625,1135.818215596727
2020-04-01 11:30:00,1280.472656,1114.1808064255458
2020-04-01 11:45:00,1261.277344,1106.1808064203342
2020-04-01 12:00:00,1239.5644520000003,1090.1808063754418
2020-04-01 12:15:00,1286.904296,1137.9758800480945
2020-04-01 12:30:00,1295.2363280000002,1146.7703981569457
2020-04-01 12:45:00,1274.917968,1121.7531539315103
2020-04-01 13:00:00,1250.3925800000002,1097.5470718922597
2020-04-01 13:15:00,1292.707032,1123.160050230627
2020-04-01 13:30:00,1292.9941400000002,1153.376697807031
2020-04-01 13:45:00,1280.7324200000003,1141.5483524547458
2020-04-01 14:00:00,1238.683596,1100.0365106560344
2020-04-01 14:15:00,1285.2304680000002,1147.0851324914881
2020-04-01 14:30:00,1277.5000000000002,1106.1808065929486
2020-04-01 14:45:00,1264.052732,1092.5740146384442
2020-04-01 15:00:00,1240.792972,1068.9448000382522
2020-04-01 15:15:00,1311.6289040000001,1042.1978940667173
2020-04-01 15:30:00,1237.019532,1017.5760089290271
2020-04-01 15:45:00,1247.10742,1026.6969106032377
2020-04-01 16:00:00,1233.740236,1012.9755886536765
2020-04-01 16:15:00,1253.515624,1032.516352846538
2020-04-01 16:30:00,1247.382812,1026.360977300903
2020-04-01 16:45:00,1251.26758,1030.6327694101922
2020-04-01 17:00:00,1219.9667960000002,999.4607735502118
2020-04-01 17:15:00,1265.707032,1028.9761363162065
2020-04-01 17:30:00,1256.457032,1019.6002299241288
2020-04-01 17:45:00,1243.1289040000001,998.2873295181854
2020-04-01 18:00:00,1242.113284,979.7894180544642
2020-04-01 18:15:00,1288.859372,1026.028042157744
2020-04-01 18:30:00,1266.4140640000003,1003.2179988203023
2020-04-01 18:45:00,1274.2382800000003,1010.8771318781646
2020-04-01 19:00:00,1264.83594,1001.4108046724257
2020-04-01 19:15:00,1354.019532,1027.4788831350581
2020-04-01 19:30:00,1333.75,1006.2405504343344
2020-04-01 19:45:00,1342.078124,1013.5634145673048
2020-04-01 20:00:00,1267.6718760000003,1003.8762674495532
2020-04-01 20:15:00,1322.148436,1059.0186079560517
2020-04-01 20:30:00,1338.7656360000003,1076.6172359591926
2020-04-01 20:45:00,1343.2578,1082.2462394635722
2020-04-01 21:00:00,1302.73048,1042.6983155837243
2020-04-01 21:15:00,1330.8007600000003,1071.543689922036
2020-04-01 21:30:00,1321.1914,1062.3444170954506
2020-04-01 21:45:00,1329.375,1070.9340769265805
2020-04-01 22:00:00,1282.83988,1617.031447120347
2020-04-01 22:15:00,1304.5742000000002,1650.0079915108954
2020-04-01 22:30:00,1284.89064,1642.139629309373
2020-04-01 22:45:00,1280.4296800000002,1637.1951584951382
2020-04-01 23:00:00,1253.0742,1617.4146883041049
2020-04-01 23:15:00,1256.444458,1623.6180453507059
2020-04-01 23:30:00,1292.98523,1636.9604815505595
2020-04-01 23:45:00,1256.324585,1603.9017875040608
2020-04-02 00:00:00,1245.2073979999948,1334.3018539040172
2020-04-02 00:15:00,1249.411621,1363.653412741436
2020-04-02 00:30:00,1217.020508,1320.0611006773636
2020-04-02 00:45:00,1195.398926,1344.4397649961345
2020-04-02 01:00:00,1227.5065920000002,1357.8486709652436
2020-04-02 01:15:00,1179.525879,1333.3567073856552
2020-04-02 01:30:00,1195.3491210000002,1331.0695233170284
2020-04-02 01:45:00,1199.260744,1335.0511959297353
2020-04-02 02:00:00,1174.725096,1313.7038603468743
2020-04-02 02:15:00,1145.2397480000002,1323.2415955828574
2020-04-02 02:30:00,1183.725584,1335.9261107439124
2020-04-02 02:45:00,1141.242676,1327.241595604486
2020-04-02 03:00:00,1103.675292,1299.2415955808929
2020-04-02 03:15:00,1093.468264,1283.2415956041277
2020-04-02 03:30:00,1125.248044,1303.2415956148684
2020-04-02 03:45:00,1101.8803720000003,1299.2415956041611
2020-04-02 04:00:00,1088.18506,1287.2415956132477
2020-04-02 04:15:00,1078.7851560000001,1275.241595607461
2020-04-02 04:30:00,1093.7949200000003,1287.241595614827
2020-04-02 04:45:00,1085.329104,1279.2415956131722
