DateTime,baseline_grid_to_plant_kW,flexible_grid_to_plant_kW
2020-01-01 00:00:00,1208.1484399999997,1134.300610414586
2020-01-01 00:15:00,1223.949066,1148.749205267687
2020-01-01 00:30:00,1211.642914,1138.000000185721
2020-01-01 00:45:00,1246.571045,1245.8565879333241
2020-01-01 01:00:00,1232.8484499999997,1232.6280292126335
2020-01-01 01:15:00,1198.6711419999997,1220.7009509858142
2020-01-01 01:30:00,1247.989014,1225.5023480341267
2020-01-01 01:45:00,1258.949219,1236.8284396104482
2020-01-01 02:00:00,1191.086914,1134.3346170830623
2020-01-01 02:15:00,1163.724121,1106.000000056638
2020-01-01 02:30:00,1196.5800779999997,1135.7388173477461
2020-01-01 02:45:00,1203.7919919999997,1142.1109516643676
2020-01-01 03:00:00,1144.15747,1082.0000006212088
2020-01-01 03:15:00,1138.79785,1090.0000000149978
2020-01-01 03:30:00,1162.394532,1111.6999747965656
2020-01-01 03:45:00,1104.152832,1053.602426584917
2020-01-01 04:00:00,1124.427248,1074.000000240294
2020-01-01 04:15:00,1105.7558599999998,1058.0000000414368
2020-01-01 04:30:00,1119.172848,1071.5406303643094
2020-01-01 04:45:00,1119.25,1204.4263833450889
2020-01-01 05:00:00,1074.9335959999999,1202.2959911867201
2020-01-01 05:15:00,1071.8618159999999,1035.2881599341144
2020-01-01 05:30:00,1065.95996,1029.2147516983255
2020-01-01 05:45:00,1047.651368,1010.0000000367822
2020-01-01 06:00:00,1054.055176,1015.5067982815538
2020-01-01 06:15:00,1041.8168959999998,1006.000000030526
2020-01-01 06:30:00,1036.364744,999.6007763103427
2020-01-01 06:45:00,1009.5082999999998,982.0000000813208
2020-01-01 07:00:00,995.0546879999999,978.0000000107883
2020-01-01 07:15:00,1021.7607439999999,986.000000513835
2020-01-01 07:30:00,1037.05078,1001.2848051400405
2020-01-01 07:45:00,1041.533204,1149.713211005399
2020-01-01 08:00:00,983.268552,1122.7625585498708
2020-01-01 08:15:00,986.9316439999999,1136.273723666933
2020-01-01 08:30:00,989.9687479999999,979.546832073773
2020-01-01 08:45:00,973.02832,962.0000000426645
2020-01-01 09:00:00,958.03418,945.5963629510312
2020-01-01 09:15:00,1011.223632,1143.4253930800037
2020-01-01 09:30:00,1015.2880879999999,1100.9363089027684
2020-01-01 09:45:00,1027.89746,1090.1413110101814
2020-01-01 10:00:00,1021.5937519999999,1084.2046150491506
2020-01-01 10:15:00,1021.775388,1058.7684229983342
2020-01-01 10:30:00,1115.6533199999997,1171.4887430607419
2020-01-01 10:45:00,1107.552736,1166.0032519716315
2020-01-01 11:00:00,1074.308592,1183.1985693780498
2020-01-01 11:15:00,1145.6103519999997,1146.7684231133085
2020-01-01 11:30:00,1176.082032,1176.27893549705
2020-01-01 11:45:00,1167.6103519999997,1058.768423142442
2020-01-01 12:00:00,1159.145508,1172.7891388929772
2020-01-01 12:15:00,1212.839844,1225.762898701648
2020-01-01 12:30:00,1234.1611319999997,1246.9787076888501
2020-01-01 12:45:00,1183.79492,1212.8270489080317
2020-01-01 13:00:00,1185.134768,1214.8893139902532
2020-01-01 13:15:00,1203.935548,1234.6434482785764
2020-01-01 13:30:00,1206.263672,1186.7684231401868
2020-01-01 13:45:00,1199.5800759999997,1209.6999637500173
2020-01-01 14:00:00,1188.779296,1198.5864188625687
2020-01-01 14:15:00,1250.2441399999998,1106.7684231390872
2020-01-01 14:30:00,1296.628908,1216.2494218411446
2020-01-01 14:45:00,1224.6406239999997,1142.4535770639907
2020-01-01 15:00:00,1216.7929679999997,1133.6243692350859
2020-01-01 15:15:00,1294.8671879999997,1210.7817019091267
2020-01-01 15:30:00,1272.058596,1098.7684231368476
2020-01-01 15:45:00,1258.7656239999997,1246.3901057076855
2020-01-01 16:00:00,1264.371092,1253.082979027773
2020-01-01 16:15:00,1245.332032,1238.4721056743685
2020-01-01 16:30:00,1243.2734399999997,1267.0815704018457
2020-01-01 16:45:00,1214.55664,1251.4024204517714
2020-01-01 17:00:00,1199.9414039999997,1238.7340179850253
2020-01-01 17:15:00,1250.1386719999998,1289.847563267197
2020-01-01 17:30:00,1227.6386719999998,1268.0947290867134
2020-01-01 17:45:00,1204.6796879999997,1245.6991537856347
2020-01-01 18:00:00,1189.292968,1230.6338989094877
2020-01-01 18:15:00,1221.796876,1263.3567315764633
2020-01-01 18:30:00,1181.2792959999997,1223.022757495899
2020-01-01 18:45:00,1198.083984,1239.9802242804496
2020-01-01 19:00:00,1187.951172,1229.9732843659622
2020-01-01 19:15:00,1240.287112,1275.1465329500663
2020-01-01 19:30:00,1199.796876,1234.6051761034375
2020-01-01 19:45:00,1191.3456999999999,1226.0779265061617
2020-01-01 20:00:00,1187.042968,1221.7090704613388
2020-01-01 20:15:00,1243.9668,1252.2129283224222
2020-01-01 20:30:00,1230.6738279999997,1220.081725876377
2020-01-01 20:45:00,1206.2929679999997,1194.850770589719
2020-01-01 21:00:00,1192.507812,1180.2910306701747
2020-01-01 21:15:00,1223.945312,1211.099634878794
2020-01-01 21:30:00,1224.525392,1211.2019849598626
2020-01-01 21:45:00,1185.18164,1171.6063288167538
2020-01-01 22:00:00,1176.966796,1163.2622373138877
2020-01-01 22:15:00,1221.976564,1208.1618134615182
2020-01-01 22:30:00,1186.902344,1172.994033647849
2020-01-01 22:45:00,1165.361328,1151.37397453177
2020-01-01 23:00:00,1167.4882799999998,1153.4345538371688
2020-01-01 23:15:00,1209.0410159999997,1194.931976200797
2020-01-01 23:30:00,1158.9765639999998,1244.6967591400178
2020-01-01 23:45:00,1158.625,1145.8570742098143
